[11:15:52] [main/INFO]: ModLauncher running: args [--username, Casmin7, --version, forge-43.2.6, --gameDir, D:\Games\Mc\Instances\Starlight Society, --assetsDir, D:\Games\Mc\Install\assets, --assetIndex, 1.19, --uuid, 82f7ff2fdabd4b699217fbbd8d63ccff, --accessToken, ????????, --clientId, Y2IxMmNmNWYtOGZiNS00ZDYyLTg1NTgtM2E3MDIxMzRlNGZi, --xuid, 2535466807799235, --userType, msa, --versionType, release, --width, 1024, --height, 768, --launchTarget, forgeclient, --fml.forgeVersion, 43.2.6, --fml.mcVersion, 1.19.2, --fml.forgeGroup, net.minecraftforge, --fml.mcpVersion, 20220805.130853]
[11:15:52] [main/INFO]: ModLauncher 10.0.8+10.0.8+main.0ef7e830 starting: java version 17.0.3 by Microsoft; OS Windows 10 arch amd64 version 10.0
[11:16:42] [Netty Client IO #0/INFO]: Client has mods that are missing on server: [explosiont, shutupexperimentalsettings, myserveriscompatible, inventoryhud]
[11:16:45] [Render thread/INFO]: Screenshot loaded at D:\Games\Mc\Instances\Starlight Society\screenshots\worlds\servers\minecraft.drakesmith.net_25565.png
[11:16:45] [Render thread/INFO]: Screenshot loaded at D:\Games\Mc\Instances\Starlight Society\screenshots\worlds\servers\minecraft.drakesmith.net_25565.png
[11:16:45] [Render thread/INFO]: Connecting to minecraft.drakesmith.net, 25565
[11:16:51] [Netty Client IO #1/INFO]: Reloading server config for easyshulkerboxes
[11:16:53] [Netty Client IO #1/INFO]: Connected to a modded server.
[11:16:53] [Render thread/INFO]: New minimap session initialized!
[11:16:53] [Render thread/INFO]: New world map session initialized!
[11:16:53] [Render thread/INFO]: [Inventory Profiles Next] Loaded 1 external GUI hints
[11:16:53] [Render thread/INFO]: [Inventory Profiles Next] Loaded 769 build-in GUI hints
[11:16:53] [Render thread/INFO]: [Inventory Profiles Next] Effective GUI hints after merge: 770
[11:16:53] [Render thread/WARN]: defineId called for: class net.minecraft.world.entity.player.Player from class tschipp.carryon.common.carry.CarryOnDataManager
[11:16:53] [Render thread/INFO]: JEI StartEventObserver received class net.minecraftforge.client.event.ClientPlayerNetworkEvent$LoggingIn
[11:16:53] [Render thread/INFO]: JEI StartEventObserver transitioning state from DISABLED to ENABLED
[11:16:53] [Render thread/INFO]: Sending chop settings sync request
[11:16:53] [Render thread/INFO]: Sending secret request to the server
[11:16:53] [Render thread/INFO]: Synced Flute Songs
[11:16:53] [Render thread/INFO]: Synced Captured Mobs settings
[11:16:53] [Render thread/INFO]: Synced Globe data
[11:16:53] [Render thread/INFO]: Synced Hourglass data
[11:16:54] [Render thread/INFO]: Animated skins loaded and ready to use!
[11:16:54] [Render thread/INFO]: Reloading entity icon resources...
[11:16:54] [Render thread/INFO]: Done!
[11:16:54] [Render thread/INFO]: Successfully processed 6304 recipes into the AuxRecipeManager.
[11:16:54] [Render thread/ERROR]: ########## GL ERROR ##########
[11:16:54] [Render thread/ERROR]: @ Pre render
[11:16:54] [Render thread/ERROR]: 65540: Invalid scancode -1
[11:16:54] [Render thread/INFO]: JEI StartEventObserver received class net.minecraftforge.client.event.RecipesUpdatedEvent
[11:16:56] [Render thread/INFO]: Finished additional setup in 22 ms
[11:16:56] [Render thread/INFO]: JEI StartEventObserver received class net.minecraftforge.event.TagsUpdatedEvent
[11:16:56] [Render thread/INFO]: JEI StartEventObserver transitioning state from ENABLED to JEI_STARTED
[11:16:56] [Render thread/INFO]: Starting JEI...
[11:16:56] [Render thread/INFO]: Registering item subtypes: jei:minecraft ...
[11:16:56] [Render thread/INFO]: Registering item subtypes: jei:minecraft took 998.2 ?s
[11:16:56] [Render thread/INFO]: Registering item subtypes: minecraft:jeresources ...
[11:16:56] [Render thread/INFO]: Registering item subtypes: minecraft:jeresources took 4.200 ?s
[11:16:56] [Render thread/INFO]: Registering item subtypes: supplementaries:jei_plugin ...
[11:16:56] [Render thread/INFO]: Registering item subtypes: supplementaries:jei_plugin took 270.6 ?s
[11:16:56] [Render thread/INFO]: Registering item subtypes: farmersdelight:jei_plugin ...
[11:16:56] [Render thread/INFO]: Registering item subtypes: farmersdelight:jei_plugin took 2.800 ?s
[11:16:56] [Render thread/INFO]: Registering item subtypes: curios:curios ...
[11:16:56] [Render thread/INFO]: Registering item subtypes: curios:curios took 2.000 ?s
[11:16:56] [Render thread/INFO]: Registering item subtypes: patchouli:patchouli ...
[11:16:56] [Render thread/INFO]: Registering item subtypes: patchouli:patchouli took 125.9 ?s
[11:16:56] [Render thread/INFO]: Registering item subtypes: trashslot:trashslot ...
[11:16:56] [Render thread/INFO]: Registering item subtypes: trashslot:trashslot took 43.00 ?s
[11:16:56] [Render thread/INFO]: Registering item subtypes: jei:gui ...
[11:16:56] [Render thread/INFO]: Registering item subtypes: jei:gui took 2.200 ?s
[11:16:56] [Render thread/INFO]: Registering item subtypes: jei:debug ...
[11:16:56] [Render thread/INFO]: Registering item subtypes: jei:debug took 15.30 ?s
[11:16:56] [Render thread/INFO]: Registering item subtypes: jei:forge_gui ...
[11:16:56] [Render thread/INFO]: Registering item subtypes: jei:forge_gui took 2.200 ?s
[11:16:56] [Render thread/INFO]: Registering item subtypes: visualworkbench:crafting ...
[11:16:56] [Render thread/INFO]: Registering item subtypes: visualworkbench:crafting took 9.700 ?s
[11:16:56] [Render thread/INFO]: Registering item subtypes: artifacts:main ...
[11:16:56] [Render thread/INFO]: Registering item subtypes: artifacts:main took 5.900 ?s
[11:16:56] [Render thread/INFO]: Registering item subtypes: ars_nouveau:main ...
[11:16:56] [Render thread/INFO]: Registering item subtypes: ars_nouveau:main took 2.100 ?s
[11:16:56] [Render thread/INFO]: Registering item subtypes: toolbelt:jei_plugin ...
[11:16:56] [Render thread/INFO]: Registering item subtypes: toolbelt:jei_plugin took 1.700 ?s
[11:16:56] [Render thread/INFO]: Registering item subtypes: jade:main ...
[11:16:56] [Render thread/INFO]: Registering item subtypes: jade:main took 3.500 ?s
[11:16:56] [Render thread/INFO]: Registering item subtypes: nethersdelight:jei_plugin ...
[11:16:56] [Render thread/INFO]: Registering item subtypes: nethersdelight:jei_plugin took 1.800 ?s
[11:16:56] [Render thread/INFO]: Registering item subtypes: create:jei_plugin ...
[11:16:56] [Render thread/INFO]: Registering item subtypes: create:jei_plugin took 1.500 ?s
[11:16:56] [Render thread/INFO]: Registering item subtypes: justenoughprofessions:jei_plugin ...
[11:16:56] [Render thread/INFO]: Registering item subtypes: justenoughprofessions:jei_plugin took 1.500 ?s
[11:16:56] [Render thread/INFO]: Registering item subtypes: quark:quark ...
[11:16:56] [Render thread/INFO]: Registering item subtypes: quark:quark took 1.039 ms
[11:16:56] [Render thread/INFO]: Registering item subtypes: ars_elemental:main ...
[11:16:56] [Render thread/INFO]: Registering item subtypes: ars_elemental:main took 2.200 ?s
[11:16:56] [Render thread/INFO]: Registering item subtypes: delightful:jei_plugin ...
[11:16:56] [Render thread/INFO]: Registering item subtypes: delightful:jei_plugin took 1.700 ?s
[11:16:56] [Render thread/INFO]: Registering item subtypes: createaddition:jei_plugin ...
[11:16:56] [Render thread/INFO]: Registering item subtypes: createaddition:jei_plugin took 1.600 ?s
[11:16:56] [Render thread/INFO]: Registering item subtypes: ad_astra:jei ...
[11:16:56] [Render thread/INFO]: Registering item subtypes: ad_astra:jei took 1.400 ?s
[11:16:56] [Render thread/INFO]: Registering item subtypes: ad_astra_giselle_addon:jei ...
[11:16:56] [Render thread/INFO]: Registering item subtypes: ad_astra_giselle_addon:jei took 1.400 ?s
[11:16:56] [Render thread/INFO]: Registering item subtypes: jei:internal ...
[11:16:56] [Render thread/INFO]: Registering item subtypes: jei:internal took 1.400 ?s
[11:16:56] [Render thread/INFO]: Registering fluid subtypes: jei:minecraft ...
[11:16:56] [Render thread/INFO]: Registering fluid subtypes: jei:minecraft took 7.900 ?s
[11:16:56] [Render thread/INFO]: Registering fluid subtypes: minecraft:jeresources ...
[11:16:56] [Render thread/INFO]: Registering fluid subtypes: minecraft:jeresources took 1.700 ?s
[11:16:56] [Render thread/INFO]: Registering fluid subtypes: supplementaries:jei_plugin ...
[11:16:56] [Render thread/INFO]: Registering fluid subtypes: supplementaries:jei_plugin took 1.500 ?s
[11:16:56] [Render thread/INFO]: Registering fluid subtypes: farmersdelight:jei_plugin ...
[11:16:56] [Render thread/INFO]: Registering fluid subtypes: farmersdelight:jei_plugin took 1.300 ?s
[11:16:56] [Render thread/INFO]: Registering fluid subtypes: curios:curios ...
[11:16:56] [Render thread/INFO]: Registering fluid subtypes: curios:curios took 1.300 ?s
[11:16:56] [Render thread/INFO]: Registering fluid subtypes: patchouli:patchouli ...
[11:16:56] [Render thread/INFO]: Registering fluid subtypes: patchouli:patchouli took 1.400 ?s
[11:16:56] [Render thread/INFO]: Registering fluid subtypes: trashslot:trashslot ...
[11:16:56] [Render thread/INFO]: Registering fluid subtypes: trashslot:trashslot took 1.400 ?s
[11:16:56] [Render thread/INFO]: Registering fluid subtypes: jei:gui ...
[11:16:56] [Render thread/INFO]: Registering fluid subtypes: jei:gui took 1.300 ?s
[11:16:56] [Render thread/INFO]: Registering fluid subtypes: jei:debug ...
[11:16:56] [Render thread/INFO]: Registering fluid subtypes: jei:debug took 559.3 ?s
[11:16:56] [Render thread/INFO]: Registering fluid subtypes: jei:forge_gui ...
[11:16:56] [Render thread/INFO]: Registering fluid subtypes: jei:forge_gui took 2.300 ?s
[11:16:56] [Render thread/INFO]: Registering fluid subtypes: visualworkbench:crafting ...
[11:16:56] [Render thread/INFO]: Registering fluid subtypes: visualworkbench:crafting took 1.600 ?s
[11:16:56] [Render thread/INFO]: Registering fluid subtypes: artifacts:main ...
[11:16:56] [Render thread/INFO]: Registering fluid subtypes: artifacts:main took 6.000 ?s
[11:16:56] [Render thread/INFO]: Registering fluid subtypes: ars_nouveau:main ...
[11:16:56] [Render thread/INFO]: Registering fluid subtypes: ars_nouveau:main took 1.900 ?s
[11:16:56] [Render thread/INFO]: Registering fluid subtypes: toolbelt:jei_plugin ...
[11:16:56] [Render thread/INFO]: Registering fluid subtypes: toolbelt:jei_plugin took 1.600 ?s
[11:16:56] [Render thread/INFO]: Registering fluid subtypes: jade:main ...
[11:16:56] [Render thread/INFO]: Registering fluid subtypes: jade:main took 21.50 ?s
[11:16:56] [Render thread/INFO]: Registering fluid subtypes: nethersdelight:jei_plugin ...
[11:16:56] [Render thread/INFO]: Registering fluid subtypes: nethersdelight:jei_plugin took 1.800 ?s
[11:16:56] [Render thread/INFO]: Registering fluid subtypes: create:jei_plugin ...
[11:16:56] [Render thread/INFO]: Registering fluid subtypes: create:jei_plugin took 953.6 ?s
[11:16:56] [Render thread/INFO]: Registering fluid subtypes: justenoughprofessions:jei_plugin ...
[11:16:56] [Render thread/INFO]: Registering fluid subtypes: justenoughprofessions:jei_plugin took 2.300 ?s
[11:16:56] [Render thread/INFO]: Registering fluid subtypes: quark:quark ...
[11:16:56] [Render thread/INFO]: Registering fluid subtypes: quark:quark took 1.700 ?s
[11:16:56] [Render thread/INFO]: Registering fluid subtypes: ars_elemental:main ...
[11:16:56] [Render thread/INFO]: Registering fluid subtypes: ars_elemental:main took 2.300 ?s
[11:16:56] [Render thread/INFO]: Registering fluid subtypes: delightful:jei_plugin ...
[11:16:56] [Render thread/INFO]: Registering fluid subtypes: delightful:jei_plugin took 1.400 ?s
[11:16:56] [Render thread/INFO]: Registering fluid subtypes: createaddition:jei_plugin ...
[11:16:56] [Render thread/INFO]: Registering fluid subtypes: createaddition:jei_plugin took 1.400 ?s
[11:16:56] [Render thread/INFO]: Registering fluid subtypes: ad_astra:jei ...
[11:16:56] [Render thread/INFO]: Registering fluid subtypes: ad_astra:jei took 1.400 ?s
[11:16:56] [Render thread/INFO]: Registering fluid subtypes: ad_astra_giselle_addon:jei ...
[11:16:56] [Render thread/INFO]: Registering fluid subtypes: ad_astra_giselle_addon:jei took 1.300 ?s
[11:16:56] [Render thread/INFO]: Registering fluid subtypes: jei:internal ...
[11:16:56] [Render thread/INFO]: Registering fluid subtypes: jei:internal took 1.400 ?s
[11:16:56] [Render thread/INFO]: Registering ingredients: jei:minecraft ...
[11:16:56] [Render thread/INFO]: Registering ingredients: jei:minecraft took 90.06 ms
[11:16:56] [Render thread/INFO]: Registering ingredients: minecraft:jeresources ...
[11:16:56] [Render thread/INFO]: Registering ingredients: minecraft:jeresources took 4.000 ?s
[11:16:56] [Render thread/INFO]: Registering ingredients: supplementaries:jei_plugin ...
[11:16:56] [Render thread/INFO]: Registering ingredients: supplementaries:jei_plugin took 1.800 ?s
[11:16:56] [Render thread/INFO]: Registering ingredients: farmersdelight:jei_plugin ...
[11:16:56] [Render thread/INFO]: Registering ingredients: farmersdelight:jei_plugin took 1.500 ?s
[11:16:56] [Render thread/INFO]: Registering ingredients: curios:curios ...
[11:16:56] [Render thread/INFO]: Registering ingredients: curios:curios took 1.400 ?s
[11:16:56] [Render thread/INFO]: Registering ingredients: patchouli:patchouli ...
[11:16:56] [Render thread/INFO]: Registering ingredients: patchouli:patchouli took 1.700 ?s
[11:16:56] [Render thread/INFO]: Registering ingredients: trashslot:trashslot ...
[11:16:56] [Render thread/INFO]: Registering ingredients: trashslot:trashslot took 1.500 ?s
[11:16:56] [Render thread/INFO]: Registering ingredients: jei:gui ...
[11:16:56] [Render thread/INFO]: Registering ingredients: jei:gui took 3.800 ?s
[11:16:56] [Render thread/INFO]: Registering ingredients: jei:debug ...
[11:16:56] [Render thread/INFO]: Loading config file: D:\Games\Mc\Instances\Starlight Society\config\jei\jei-debug.ini
[11:16:56] [Render thread/INFO]: Registering ingredients: jei:debug took 2.633 ms
[11:16:56] [Render thread/INFO]: Registering ingredients: jei:forge_gui ...
[11:16:56] [Render thread/INFO]: Registering ingredients: jei:forge_gui took 2.600 ?s
[11:16:56] [Render thread/INFO]: Registering ingredients: visualworkbench:crafting ...
[11:16:56] [Render thread/INFO]: Registering ingredients: visualworkbench:crafting took 1.800 ?s
[11:16:56] [Render thread/INFO]: Registering ingredients: artifacts:main ...
[11:16:56] [Render thread/INFO]: Registering ingredients: artifacts:main took 1.700 ?s
[11:16:56] [Render thread/INFO]: Registering ingredients: ars_nouveau:main ...
[11:16:56] [Render thread/INFO]: Registering ingredients: ars_nouveau:main took 1.700 ?s
[11:16:56] [Render thread/INFO]: Registering ingredients: toolbelt:jei_plugin ...
[11:16:56] [Render thread/INFO]: Registering ingredients: toolbelt:jei_plugin took 1.500 ?s
[11:16:56] [Render thread/INFO]: Registering ingredients: jade:main ...
[11:16:56] [Render thread/INFO]: Registering ingredients: jade:main took 1.500 ?s
[11:16:56] [Render thread/INFO]: Registering ingredients: nethersdelight:jei_plugin ...
[11:16:56] [Render thread/INFO]: Registering ingredients: nethersdelight:jei_plugin took 1.500 ?s
[11:16:56] [Render thread/INFO]: Registering ingredients: create:jei_plugin ...
[11:16:56] [Render thread/INFO]: Registering ingredients: create:jei_plugin took 1.500 ?s
[11:16:56] [Render thread/INFO]: Registering ingredients: justenoughprofessions:jei_plugin ...
[11:16:56] [Render thread/INFO]: Registering ingredients: justenoughprofessions:jei_plugin took 1.400 ?s
[11:16:56] [Render thread/INFO]: Registering ingredients: quark:quark ...
[11:16:56] [Render thread/INFO]: Registering ingredients: quark:quark took 1.500 ?s
[11:16:56] [Render thread/INFO]: Registering ingredients: ars_elemental:main ...
[11:16:56] [Render thread/INFO]: Registering ingredients: ars_elemental:main took 1.500 ?s
[11:16:56] [Render thread/INFO]: Registering ingredients: delightful:jei_plugin ...
[11:16:56] [Render thread/INFO]: Registering ingredients: delightful:jei_plugin took 1.500 ?s
[11:16:56] [Render thread/INFO]: Registering ingredients: createaddition:jei_plugin ...
[11:16:56] [Render thread/INFO]: Registering ingredients: createaddition:jei_plugin took 1.400 ?s
[11:16:56] [Render thread/INFO]: Registering ingredients: ad_astra:jei ...
[11:16:56] [Render thread/INFO]: Registering ingredients: ad_astra:jei took 2.100 ?s
[11:16:56] [Render thread/INFO]: Registering ingredients: ad_astra_giselle_addon:jei ...
[11:16:56] [Render thread/INFO]: Registering ingredients: ad_astra_giselle_addon:jei took 1.500 ?s
[11:16:56] [Render thread/INFO]: Registering ingredients: jei:internal ...
[11:16:56] [Render thread/INFO]: Registering ingredients: jei:internal took 1.400 ?s
[11:16:56] [Render thread/INFO]: Registering categories: jei:minecraft ...
[11:16:56] [Render thread/INFO]: Registering categories: jei:minecraft took 10.30 ms
[11:16:56] [Render thread/INFO]: Registering categories: minecraft:jeresources ...
[11:16:56] [Render thread/INFO]: Reloading ResourceManager: Default, maenchants-1.19.2-6.0.0.jar, dynamiclightsreforged-1.19.2_v1.4.0.jar, TreeChop-1.19.2-forge-0.17.6.jar, YungsBetterDungeons-1.19.2-Forge-3.2.2.jar, create_misc_and_things_1.19.2_2.0.jar, supermartijn642configlib-1.1.6b-forge-mc1.19.jar, YungsBetterWitchHuts-1.19.2-Forge-2.1.0.jar, open-parties-and-claims-forge-1.19.2-0.16.6.jar, player-animation-lib-forge-1.0.2.jar, botarium-forge-1.19.2-1.8.2.jar, naturalist-forge-2.1.1-1.19.2.jar, YungsBetterOceanMonuments-1.19.2-Forge-2.1.0.jar, connectivity-1.19.2-3.4.jar, rubidium-0.6.2.jar, hourglass-1.19.1-1.2.1.1.jar, XaerosWorldMap_1.28.9_Forge_1.19.1.jar, CTM-1.19.2-1.1.6+8.jar, Controlling-forge-1.19.2-10.0+7.jar, ReAuth-1.19-Forge-4.0.7.jar, Prism-1.19.1-1.0.2.jar, Placebo-1.19.2-7.1.2.jar, YungsApi-1.19.2-Forge-3.8.8.jar, Bookshelf-Forge-1.19.2-16.2.17.jar, balm-forge-1.19.2-4.5.6.jar, carryon-forge-1.19.2-2.0.5.10.jar, JustEnoughResources-1.19.2-1.2.1.193.jar, chat_heads-0.10.4-forge-1.19.2.jar, DeLogger-4.7.0-build.9+mc1.19.2.jar, YungsBetterNetherFortresses-1.19.2-Forge-1.0.4.jar, cloth-config-8.2.88-forge.jar, shetiphiancore-forge-1.19.0-3.11.3.01.jar, dummmmmmy-1.19.2-1.7.1.jar, supplementaries-1.19.2-2.2.54.jar, SimpleDiscordLink-forge-1.19.1-2.2.0.jar, FarmersDelight-1.19-1.2.0.jar, handcrafted-forge-1.19.2-2.0.2.jar, entangled-1.3.13-forge-mc1.19.jar, AmbientSounds_FORGE_v5.2.13_mc1.19.2.jar, getittogetherdrops-forge-1.19.2-1.3.jar, ToolStats-Forge-1.19.2-12.0.2.jar, simpleshops-1.2.2.jar, do-a-barrel-roll-2.6.2+1.19.2-forge.jar, supermartijn642corelib-1.1.4-forge-mc1.19.jar, YungsBridges-1.19.2-Forge-3.1.0.jar, resourcefulconfig-forge-1.19.2-1.0.19.jar, spark-1.10.29-forge.jar, curiouslanterns-1.19.2-1.2.1.jar, curios-forge-1.19.2-5.1.3.0.jar, Patchouli-1.19.2-77.jar, oculus-mc1.19.2-1.2.8a.jar, collective-1.19.2-6.49.jar, Explosiont-1.19.2-2.4.5.jar, YungsExtras-1.19.2-Forge-3.1.0.jar, PingHUD-2.0.jar, seamless_loading_screen-1.19.2-4.0.1.jar, YungsBetterStrongholds-1.19.2-Forge-3.2.0.jar, resourcefullib-forge-1.19.2-1.1.22.jar, eatinganimation-1.19-3.1.0.jar, InventoryProfilesNext-forge-1.19-1.9.2.jar, architectury-6.5.69-forge.jar, AI-Improvements-1.19.2-0.5.2.jar, light-overlay-7.0.1-forge.jar, chunkloaders-1.2.3-forge-mc1.19.jar, JadeAddons-1.19.2-forge-3.4.0.jar, EasyShulkerBoxes-v4.3.7-1.19.2-Forge.jar, letmedespawn-1.18.x-1.19.x-forge-1.0.3.jar, YungsBetterMineshafts-1.19.2-Forge-3.2.0.jar, geckolib-forge-1.19-3.1.40.jar, rhino-forge-1902.2.2-build.264.jar, Fastload-Reforged-2.6.9+1.19.2.jar, trashslot-forge-1.19-12.0.2.jar, platforms-1.19-1.10.2.jar, jei-1.19.2-forge-11.6.0.1011.jar, VisualWorkbench-v4.2.3-1.19.2-Forge.jar, simple-rpc-forge-1.19.x-3.2.1.jar, createchunkloading-1.3.0-forge.jar, Fallingleaves-1.19.1-1.3.1.jar, FastSuite-1.19.2-4.0.0.jar, Clumps-forge-1.19.2-9.0.0+14.jar, shutupexperimentalsettings-1.0.5.jar, comforts-forge-6.0.3+1.19.2.jar, NaturesCompass-1.19.2-1.10.0-forge.jar, artifacts-1.19.2-5.0.1.jar, SereneSeasons-1.19.2-8.1.0.24.jar, configured-2.0.1-1.19.2.jar, MyServerIsCompatible-1.19-1.0.jar, lazydfu-1.19-1.0.2.jar, YungsBetterDesertTemples-1.19.2-Forge-2.2.2.jar, ars_nouveau-1.19.2-3.12.3.jar, rubidium_extras-1.19.2_v1.3.2.jar, 3dskinlayers-forge-1.5.2-mc1.19.1.jar, forge-1.19.2-43.2.6-universal.jar, client-1.19.2-20220805.130853-srg.jar, smoothchunk-1.19.1-2.0.jar, logprot-1.19.2-1.9.jar, SimpleBackups-1.19.1-2.1.8.jar, voicechat-forge-1.19.2-2.3.28.jar, libIPN-forge-1.19-2.0.2.jar, EnchantmentDescriptions-Forge-1.19.2-13.0.14.jar, radiantgear-forge-2.0.1+1.19.2.jar, moonlight-1.19.2-2.2.13-forge.jar, labels-1.19.2-1.8.jar, MouseTweaks-forge-mc1.19-2.23.jar, bettercombat-forge-1.6.1+1.19.jar, ToolBelt-1.19.2-1.19.7.jar, nightlights_1.19.2_1.1.jar, Jade-1.19.1-forge-8.8.0.jar, CreativeCore_FORGE_v2.9.3_mc1.19.2.jar, spectrelib-forge-0.10.0+1.19.jar, smoothboot(reloaded)-mc1.19.2-0.0.2.jar, NethersDelight-1.19-3.0.jar, Ding-1.19.2-Forge-1.4.0.jar, betterfpsdist-1.19.2-1.8.jar, kffmod-3.10.0.jar, Iceberg-1.19.2-forge-1.1.4.jar, flywheel-forge-1.19.2-0.6.8.a-14.jar, create-1.19.2-0.5.0.i.jar, Steam_Rails-1.19.2-1.1.1.jar, createplus-1.19.2_v0.5.2a.jar, ars_creo-1.19.2-3.1.3.jar, LegendaryTooltips-1.19.2-forge-1.4.0.jar, Xaeros_Minimap_23.1.0_Forge_1.19.1.jar, gravestone-1.19.2-1.0.1.jar, FastWorkbench-1.19.2-7.0.1.jar, JustEnoughProfessions-forge-1.19-2.0.1.jar, AutoRegLib-1.8.2-55.jar, Quark-3.4-393.jar, ars_elemental-1.19.2-0.5.8.1.jar, immersive_paintings-0.4.4+1.19.2-forge.jar, entityculling-forge-1.6.1-mc1.19.2.jar, backpacked-2.1.10-1.19.jar, canary-mc1.19.2-0.1.9.jar, invhud.forge.1.19-3.4.7.jar, FastFurnace-1.19.2-7.0.0.jar, creeperoverhaul-2.0.8-forge.jar, appleskin-forge-mc1.19-2.4.2.jar, ferritecore-5.0.3-forge.jar, SoL-Carrot-1.19.2-1.14.0.jar, PuzzlesLib-v4.3.12-1.19.2-Forge.jar, Smooth Swapping-1.19.2-1.0.2.jar, Delightful-1.19.2-3.2.2.jar, expandability-forge-7.0.0.jar, overloadedarmorbar-1.19.3-7.1.jar, OpenLoader-Forge-1.19.2-15.0.1.jar, createaddition-1.19.2-20230202b.jar, ad_astra-forge-1.19.2-1.12.4.jar, Ad-Astra-Giselle-Addon-forge-1.19.2-1.12.jar
[11:16:56] [Render thread/ERROR]: Failed to get filter section from pack maenchants-1.19.2-6.0.0.jar
[11:16:56] [Render thread/ERROR]: Failed to get filter section from pack dynamiclightsreforged-1.19.2_v1.4.0.jar
[11:16:56] [Render thread/ERROR]: Failed to get filter section from pack TreeChop-1.19.2-forge-0.17.6.jar
[11:16:56] [Render thread/ERROR]: Failed to get filter section from pack YungsBetterDungeons-1.19.2-Forge-3.2.2.jar
[11:16:56] [Render thread/ERROR]: Failed to get filter section from pack create_misc_and_things_1.19.2_2.0.jar
[11:16:56] [Render thread/ERROR]: Failed to get filter section from pack supermartijn642configlib-1.1.6b-forge-mc1.19.jar
[11:16:56] [Render thread/ERROR]: Failed to get filter section from pack YungsBetterWitchHuts-1.19.2-Forge-2.1.0.jar
[11:16:56] [Render thread/ERROR]: Failed to get filter section from pack open-parties-and-claims-forge-1.19.2-0.16.6.jar
[11:16:56] [Render thread/ERROR]: Failed to get filter section from pack player-animation-lib-forge-1.0.2.jar
[11:16:56] [Render thread/ERROR]: Failed to get filter section from pack botarium-forge-1.19.2-1.8.2.jar
[11:16:56] [Render thread/ERROR]: Failed to get filter section from pack naturalist-forge-2.1.1-1.19.2.jar
[11:16:56] [Render thread/ERROR]: Failed to get filter section from pack YungsBetterOceanMonuments-1.19.2-Forge-2.1.0.jar
[11:16:56] [Render thread/ERROR]: Failed to get filter section from pack connectivity-1.19.2-3.4.jar
[11:16:56] [Render thread/ERROR]: Failed to get filter section from pack rubidium-0.6.2.jar
[11:16:56] [Render thread/ERROR]: Failed to get filter section from pack hourglass-1.19.1-1.2.1.1.jar
[11:16:56] [Render thread/ERROR]: Failed to get filter section from pack XaerosWorldMap_1.28.9_Forge_1.19.1.jar
[11:16:56] [Render thread/ERROR]: Failed to get filter section from pack CTM-1.19.2-1.1.6+8.jar
[11:16:56] [Render thread/ERROR]: Failed to get filter section from pack Controlling-forge-1.19.2-10.0+7.jar
[11:16:56] [Render thread/ERROR]: Failed to get filter section from pack ReAuth-1.19-Forge-4.0.7.jar
[11:16:56] [Render thread/ERROR]: Failed to get filter section from pack Prism-1.19.1-1.0.2.jar
[11:16:56] [Render thread/ERROR]: Failed to get filter section from pack Placebo-1.19.2-7.1.2.jar
[11:16:56] [Render thread/ERROR]: Failed to get filter section from pack YungsApi-1.19.2-Forge-3.8.8.jar
[11:16:56] [Render thread/ERROR]: Failed to get filter section from pack Bookshelf-Forge-1.19.2-16.2.17.jar
[11:16:56] [Render thread/ERROR]: Failed to get filter section from pack balm-forge-1.19.2-4.5.6.jar
[11:16:56] [Render thread/ERROR]: Failed to get filter section from pack carryon-forge-1.19.2-2.0.5.10.jar
[11:16:56] [Render thread/ERROR]: Failed to get filter section from pack JustEnoughResources-1.19.2-1.2.1.193.jar
[11:16:56] [Render thread/ERROR]: Failed to get filter section from pack chat_heads-0.10.4-forge-1.19.2.jar
[11:16:56] [Render thread/ERROR]: Failed to get filter section from pack DeLogger-4.7.0-build.9+mc1.19.2.jar
[11:16:56] [Render thread/ERROR]: Failed to get filter section from pack YungsBetterNetherFortresses-1.19.2-Forge-1.0.4.jar
[11:16:56] [Render thread/ERROR]: Failed to get filter section from pack cloth-config-8.2.88-forge.jar
[11:16:56] [Render thread/ERROR]: Failed to get filter section from pack shetiphiancore-forge-1.19.0-3.11.3.01.jar
[11:16:56] [Render thread/ERROR]: Failed to get filter section from pack dummmmmmy-1.19.2-1.7.1.jar
[11:16:56] [Render thread/ERROR]: Failed to get filter section from pack supplementaries-1.19.2-2.2.54.jar
[11:16:56] [Render thread/ERROR]: Failed to get filter section from pack SimpleDiscordLink-forge-1.19.1-2.2.0.jar
[11:16:56] [Render thread/ERROR]: Failed to get filter section from pack FarmersDelight-1.19-1.2.0.jar
[11:16:56] [Render thread/ERROR]: Failed to get filter section from pack handcrafted-forge-1.19.2-2.0.2.jar
[11:16:56] [Render thread/ERROR]: Failed to get filter section from pack entangled-1.3.13-forge-mc1.19.jar
[11:16:56] [Render thread/ERROR]: Failed to get filter section from pack AmbientSounds_FORGE_v5.2.13_mc1.19.2.jar
[11:16:56] [Render thread/ERROR]: Failed to get filter section from pack getittogetherdrops-forge-1.19.2-1.3.jar
[11:16:56] [Render thread/ERROR]: Failed to get filter section from pack ToolStats-Forge-1.19.2-12.0.2.jar
[11:16:56] [Render thread/ERROR]: Failed to get filter section from pack simpleshops-1.2.2.jar
